time_stamp,shop_id,pay_num,cate_2_name
2016-02-24,14,45,¿ì²Í
2016-02-25,14,58,¿ì²Í
2016-02-26,14,64,¿ì²Í
2016-02-27,14,56,¿ì²Í
2016-02-28,14,74,¿ì²Í
2016-02-29,14,66,¿ì²Í
2016-03-01,14,51,¿ì²Í
2016-03-02,14,57,¿ì²Í
2016-03-03,14,52,¿ì²Í
2016-03-04,14,54,¿ì²Í
2016-03-05,14,65,¿ì²Í
2016-03-06,14,53,¿ì²Í
2016-03-07,14,74,¿ì²Í
2016-03-08,14,50,¿ì²Í
2016-03-09,14,52,¿ì²Í
2016-03-10,14,57,¿ì²Í
2016-03-11,14,75,¿ì²Í
2016-03-12,14,55,¿ì²Í
2016-03-13,14,50,¿ì²Í
2016-03-14,14,61,¿ì²Í
2016-03-15,14,59,¿ì²Í
2016-03-16,14,49,¿ì²Í
2016-03-17,14,31,¿ì²Í
2016-03-18,14,59,¿ì²Í
2016-03-19,14,63,¿ì²Í
2016-03-20,14,53,¿ì²Í
2016-03-21,14,64,¿ì²Í
2016-03-22,14,56,¿ì²Í
2016-03-23,14,74,¿ì²Í
2016-03-24,14,50,¿ì²Í
2016-03-25,14,68,¿ì²Í
2016-03-26,14,79,¿ì²Í
2016-03-27,14,74,¿ì²Í
2016-03-28,14,83,¿ì²Í
2016-03-29,14,71,¿ì²Í
2016-03-30,14,54,¿ì²Í
2016-03-31,14,38,¿ì²Í
2016-04-01,14,56,¿ì²Í
2016-04-02,14,50,¿ì²Í
2016-04-03,14,55,¿ì²Í
2016-04-04,14,55,¿ì²Í
2016-04-05,14,71,¿ì²Í
2016-04-06,14,58,¿ì²Í
2016-04-07,14,55,¿ì²Í
2016-04-08,14,57,¿ì²Í
2016-04-09,14,55,¿ì²Í
2016-04-10,14,42,¿ì²Í
2016-04-11,14,71,¿ì²Í
2016-04-12,14,43,¿ì²Í
2016-04-13,14,36,¿ì²Í
2016-04-14,14,43,¿ì²Í
2016-04-15,14,55,¿ì²Í
2016-04-16,14,76,¿ì²Í
2016-04-17,14,49,¿ì²Í
2016-04-18,14,54,¿ì²Í
2016-04-19,14,67,¿ì²Í
2016-04-20,14,56,¿ì²Í
2016-04-21,14,51,¿ì²Í
2016-04-22,14,59,¿ì²Í
2016-04-23,14,62,¿ì²Í
2016-04-24,14,53,¿ì²Í
2016-04-25,14,62,¿ì²Í
2016-04-26,14,62,¿ì²Í
2016-04-27,14,41,¿ì²Í
2016-04-28,14,108,¿ì²Í
2016-04-29,14,63,¿ì²Í
2016-04-30,14,53,¿ì²Í
2016-05-01,14,47,¿ì²Í
2016-05-02,14,40,¿ì²Í
2016-05-03,14,52,¿ì²Í
2016-05-04,14,51,¿ì²Í
2016-05-05,14,55,¿ì²Í
2016-05-06,14,57,¿ì²Í
2016-05-07,14,34,¿ì²Í
2016-05-08,14,40,¿ì²Í
2016-05-09,14,59,¿ì²Í
2016-05-10,14,55,¿ì²Í
2016-05-11,14,58,¿ì²Í
2016-05-12,14,46,¿ì²Í
2016-05-13,14,53,¿ì²Í
2016-05-14,14,58,¿ì²Í
2016-05-15,14,47,¿ì²Í
2016-05-16,14,52,¿ì²Í
2016-05-17,14,56,¿ì²Í
2016-05-18,14,66,¿ì²Í
2016-05-19,14,84,¿ì²Í
2016-05-20,14,55,¿ì²Í
2016-05-21,14,61,¿ì²Í
2016-05-22,14,65,¿ì²Í
2016-05-23,14,64,¿ì²Í
2016-05-24,14,39,¿ì²Í
2016-05-25,14,62,¿ì²Í
2016-05-26,14,57,¿ì²Í
2016-05-27,14,69,¿ì²Í
2016-05-28,14,37,¿ì²Í
2016-05-29,14,46,¿ì²Í
2016-05-30,14,51,¿ì²Í
2016-05-31,14,46,¿ì²Í
2016-06-01,14,39,¿ì²Í
2016-06-02,14,29,¿ì²Í
2016-06-03,14,62,¿ì²Í
2016-06-04,14,42,¿ì²Í
2016-06-05,14,42,¿ì²Í
2016-06-06,14,43,¿ì²Í
2016-06-07,14,34,¿ì²Í
2016-06-08,14,44,¿ì²Í
2016-06-09,14,23,¿ì²Í
2016-06-10,14,38,¿ì²Í
2016-06-11,14,28,¿ì²Í
2016-06-12,14,32,¿ì²Í
2016-06-13,14,48,¿ì²Í
2016-06-14,14,37,¿ì²Í
2016-06-15,14,34,¿ì²Í
2016-06-16,14,37,¿ì²Í
2016-06-17,14,33,¿ì²Í
2016-06-18,14,55,¿ì²Í
2016-06-19,14,40,¿ì²Í
2016-06-20,14,62,¿ì²Í
2016-06-21,14,62,¿ì²Í
2016-06-22,14,64,¿ì²Í
2016-06-23,14,37,¿ì²Í
2016-06-24,14,68,¿ì²Í
2016-06-25,14,62,¿ì²Í
2016-06-26,14,60,¿ì²Í
2016-06-27,14,49,¿ì²Í
2016-06-28,14,39,¿ì²Í
2016-06-29,14,49,¿ì²Í
2016-06-30,14,43,¿ì²Í
2016-07-01,14,47,¿ì²Í
2016-07-02,14,34,¿ì²Í
2016-07-03,14,29,¿ì²Í
2016-07-04,14,41,¿ì²Í
2016-07-05,14,25,¿ì²Í
2016-07-06,14,27,¿ì²Í
2016-07-07,14,39,¿ì²Í
2016-07-08,14,36,¿ì²Í
2016-07-09,14,42,¿ì²Í
2016-07-10,14,35,¿ì²Í
2016-07-11,14,33,¿ì²Í
2016-07-12,14,26,¿ì²Í
2016-07-13,14,40,¿ì²Í
2016-07-14,14,21,¿ì²Í
2016-07-15,14,37,¿ì²Í
2016-07-16,14,36,¿ì²Í
2016-07-17,14,32,¿ì²Í
2016-07-18,14,32,¿ì²Í
2016-07-19,14,49,¿ì²Í
2016-07-20,14,28,¿ì²Í
2016-07-21,14,30,¿ì²Í
2016-07-22,14,44,¿ì²Í
2016-07-23,14,41,¿ì²Í
2016-07-24,14,45,¿ì²Í
2016-07-25,14,39,¿ì²Í
2016-07-26,14,41,¿ì²Í
2016-07-27,14,43,¿ì²Í
2016-07-28,14,33,¿ì²Í
2016-07-29,14,41,¿ì²Í
2016-07-30,14,46,¿ì²Í
2016-07-31,14,48,¿ì²Í
2016-08-01,14,41,¿ì²Í
2016-08-02,14,30,¿ì²Í
2016-08-03,14,34,¿ì²Í
2016-08-04,14,56,¿ì²Í
2016-08-05,14,47,¿ì²Í
2016-08-06,14,77,¿ì²Í
2016-08-07,14,54,¿ì²Í
2016-08-08,14,66,¿ì²Í
2016-08-09,14,66,¿ì²Í
2016-08-10,14,56,¿ì²Í
2016-08-11,14,64,¿ì²Í
2016-08-12,14,64,¿ì²Í
2016-08-13,14,68,¿ì²Í
2016-08-14,14,57,¿ì²Í
2016-08-15,14,65,¿ì²Í
2016-08-16,14,45,¿ì²Í
2016-08-17,14,52,¿ì²Í
2016-08-18,14,30,¿ì²Í
2016-08-19,14,62,¿ì²Í
2016-08-20,14,74,¿ì²Í
2016-08-21,14,60,¿ì²Í
2016-08-22,14,56,¿ì²Í
2016-08-23,14,65,¿ì²Í
2016-08-24,14,58,¿ì²Í
2016-08-25,14,42,¿ì²Í
2016-08-26,14,62,¿ì²Í
2016-08-27,14,62,¿ì²Í
2016-08-28,14,57,¿ì²Í
2016-08-29,14,61,¿ì²Í
2016-08-30,14,61,¿ì²Í
2016-08-31,14,74,¿ì²Í
2016-09-01,14,60,¿ì²Í
2016-09-02,14,72,¿ì²Í
2016-09-03,14,52,¿ì²Í
2016-09-04,14,59,¿ì²Í
2016-09-05,14,78,¿ì²Í
2016-09-06,14,66,¿ì²Í
2016-09-07,14,83,¿ì²Í
2016-09-08,14,89,¿ì²Í
2016-09-09,14,88,¿ì²Í
2016-09-10,14,91,¿ì²Í
2016-09-11,14,63,¿ì²Í
2016-09-12,14,87,¿ì²Í
2016-09-13,14,83,¿ì²Í
2016-09-14,14,60,¿ì²Í
2016-09-15,14,19,¿ì²Í
2016-09-16,14,53,¿ì²Í
2016-09-17,14,54,¿ì²Í
2016-09-18,14,72,¿ì²Í
2016-09-19,14,94,¿ì²Í
2016-09-20,14,58,¿ì²Í
2016-09-21,14,53,¿ì²Í
2016-09-22,14,33,¿ì²Í
2016-09-23,14,75,¿ì²Í
2016-09-24,14,68,¿ì²Í
2016-09-25,14,72,¿ì²Í
2016-09-26,14,78,¿ì²Í
2016-09-27,14,65,¿ì²Í
2016-09-28,14,60,¿ì²Í
2016-09-29,14,39,¿ì²Í
2016-09-30,14,78,¿ì²Í
2016-10-01,14,51,¿ì²Í
2016-10-02,14,52,¿ì²Í
2016-10-03,14,44,¿ì²Í
2016-10-04,14,39,¿ì²Í
2016-10-05,14,34,¿ì²Í
2016-10-06,14,57,¿ì²Í
2016-10-07,14,56,¿ì²Í
2016-10-08,14,60,¿ì²Í
2016-10-09,14,52,¿ì²Í
2016-10-10,14,57,¿ì²Í
2016-10-11,14,54,¿ì²Í
2016-10-12,14,51,¿ì²Í
2016-10-13,14,42,¿ì²Í
2016-10-14,14,49,¿ì²Í
2016-10-15,14,70,¿ì²Í
2016-10-16,14,39,¿ì²Í
2016-10-17,14,62,¿ì²Í
2016-10-18,14,44,¿ì²Í
2016-10-19,14,50,¿ì²Í
2016-10-20,14,44,¿ì²Í
2016-10-21,14,27,¿ì²Í
2016-10-22,14,54,¿ì²Í
2016-10-23,14,35,¿ì²Í
2016-10-24,14,52,¿ì²Í
2016-10-25,14,53,¿ì²Í
2016-10-26,14,54,¿ì²Í
2016-10-27,14,55,¿ì²Í
2016-10-28,14,47,¿ì²Í
2016-10-29,14,54,¿ì²Í
2016-10-30,14,62,¿ì²Í
2016-10-31,14,55,¿ì²Í
2016-01-01,94,20,ºæ±º¸âµã
2016-01-02,94,16,ºæ±º¸âµã
2016-01-03,94,15,ºæ±º¸âµã
2016-01-04,94,19,ºæ±º¸âµã
2016-01-05,94,15,ºæ±º¸âµã
2016-01-06,94,30,ºæ±º¸âµã
2016-01-07,94,34,ºæ±º¸âµã
2016-01-08,94,54,ºæ±º¸âµã
2016-01-09,94,41,ºæ±º¸âµã
2016-01-10,94,71,ºæ±º¸âµã
2016-01-11,94,50,ºæ±º¸âµã
2016-01-12,94,40,ºæ±º¸âµã
2016-01-13,94,44,ºæ±º¸âµã
2016-01-14,94,47,ºæ±º¸âµã
2016-01-15,94,44,ºæ±º¸âµã
2016-01-16,94,48,ºæ±º¸âµã
2016-01-17,94,48,ºæ±º¸âµã
2016-01-18,94,31,ºæ±º¸âµã
2016-01-19,94,42,ºæ±º¸âµã
2016-01-20,94,48,ºæ±º¸âµã
2016-01-21,94,68,ºæ±º¸âµã
2016-01-22,94,66,ºæ±º¸âµã
2016-01-23,94,53,ºæ±º¸âµã
2016-01-24,94,45,ºæ±º¸âµã
2016-01-25,94,51,ºæ±º¸âµã
2016-01-26,94,52,ºæ±º¸âµã
2016-01-27,94,69,ºæ±º¸âµã
2016-01-28,94,56,ºæ±º¸âµã
2016-01-29,94,76,ºæ±º¸âµã
2016-01-30,94,55,ºæ±º¸âµã
2016-01-31,94,54,ºæ±º¸âµã
2016-02-01,94,66,ºæ±º¸âµã
2016-02-02,94,65,ºæ±º¸âµã
2016-02-03,94,29,ºæ±º¸âµã
2016-02-04,94,34,ºæ±º¸âµã
2016-02-05,94,26,ºæ±º¸âµã
2016-02-06,94,13,ºæ±º¸âµã
2016-02-07,94,16,ºæ±º¸âµã
2016-02-08,94,15,ºæ±º¸âµã
2016-02-09,94,11,ºæ±º¸âµã
2016-02-10,94,9,ºæ±º¸âµã
2016-02-11,94,19,ºæ±º¸âµã
2016-02-12,94,11,ºæ±º¸âµã
2016-02-13,94,15,ºæ±º¸âµã
2016-02-14,94,19,ºæ±º¸âµã
2016-02-15,94,54,ºæ±º¸âµã
2016-02-16,94,43,ºæ±º¸âµã
2016-02-17,94,21,ºæ±º¸âµã
2016-02-24,94,1,ºæ±º¸âµã
2016-03-29,94,1,ºæ±º¸âµã
2016-04-05,94,1,ºæ±º¸âµã
2016-06-25,94,2,ºæ±º¸âµã
2016-07-23,94,1,ºæ±º¸âµã
2016-07-28,94,1,ºæ±º¸âµã
2016-07-29,94,101,ºæ±º¸âµã
2016-07-30,94,117,ºæ±º¸âµã
2016-07-31,94,118,ºæ±º¸âµã
2016-08-01,94,188,ºæ±º¸âµã
2016-08-02,94,75,ºæ±º¸âµã
2016-08-03,94,172,ºæ±º¸âµã
2016-08-04,94,127,ºæ±º¸âµã
2016-08-05,94,142,ºæ±º¸âµã
2016-08-06,94,110,ºæ±º¸âµã
2016-08-07,94,93,ºæ±º¸âµã
2016-08-08,94,150,ºæ±º¸âµã
2016-08-09,94,201,ºæ±º¸âµã
2016-08-10,94,164,ºæ±º¸âµã
2016-08-11,94,145,ºæ±º¸âµã
2016-08-12,94,177,ºæ±º¸âµã
2016-08-13,94,132,ºæ±º¸âµã
2016-08-14,94,143,ºæ±º¸âµã
2016-08-15,94,157,ºæ±º¸âµã
2016-08-16,94,113,ºæ±º¸âµã
2016-08-17,94,113,ºæ±º¸âµã
2016-08-18,94,114,ºæ±º¸âµã
2016-08-19,94,128,ºæ±º¸âµã
2016-08-20,94,102,ºæ±º¸âµã
2016-08-21,94,94,ºæ±º¸âµã
2016-08-22,94,180,ºæ±º¸âµã
2016-08-23,94,169,ºæ±º¸âµã
2016-08-24,94,129,ºæ±º¸âµã
2016-08-25,94,78,ºæ±º¸âµã
2016-08-26,94,133,ºæ±º¸âµã
2016-08-27,94,84,ºæ±º¸âµã
2016-08-28,94,105,ºæ±º¸âµã
2016-08-29,94,126,ºæ±º¸âµã
2016-08-30,94,92,ºæ±º¸âµã
2016-08-31,94,129,ºæ±º¸âµã
2016-09-01,94,109,ºæ±º¸âµã
2016-09-02,94,117,ºæ±º¸âµã
2016-09-03,94,72,ºæ±º¸âµã
2016-09-04,94,73,ºæ±º¸âµã
2016-09-05,94,125,ºæ±º¸âµã
2016-09-06,94,132,ºæ±º¸âµã
2016-09-07,94,126,ºæ±º¸âµã
2016-09-08,94,107,ºæ±º¸âµã
2016-09-09,94,113,ºæ±º¸âµã
2016-09-10,94,87,ºæ±º¸âµã
2016-09-11,94,91,ºæ±º¸âµã
2016-09-12,94,104,ºæ±º¸âµã
2016-09-13,94,110,ºæ±º¸âµã
2016-09-14,94,73,ºæ±º¸âµã
2016-09-15,94,52,ºæ±º¸âµã
2016-09-16,94,58,ºæ±º¸âµã
2016-09-17,94,58,ºæ±º¸âµã
2016-09-18,94,116,ºæ±º¸âµã
2016-09-19,94,89,ºæ±º¸âµã
2016-09-20,94,116,ºæ±º¸âµã
2016-09-21,94,135,ºæ±º¸âµã
2016-09-22,94,128,ºæ±º¸âµã
2016-09-23,94,120,ºæ±º¸âµã
2016-09-24,94,98,ºæ±º¸âµã
2016-09-25,94,85,ºæ±º¸âµã
2016-09-26,94,122,ºæ±º¸âµã
2016-09-27,94,128,ºæ±º¸âµã
2016-09-28,94,159,ºæ±º¸âµã
2016-09-29,94,199,ºæ±º¸âµã
2016-09-30,94,193,ºæ±º¸âµã
2016-10-01,94,111,ºæ±º¸âµã
2016-10-02,94,111,ºæ±º¸âµã
2016-10-03,94,74,ºæ±º¸âµã
2016-10-04,94,84,ºæ±º¸âµã
2016-10-05,94,105,ºæ±º¸âµã
2016-10-06,94,105,ºæ±º¸âµã
2016-10-07,94,101,ºæ±º¸âµã
2016-10-08,94,149,ºæ±º¸âµã
2016-10-09,94,148,ºæ±º¸âµã
2016-10-10,94,160,ºæ±º¸âµã
2016-10-11,94,101,ºæ±º¸âµã
2016-10-12,94,103,ºæ±º¸âµã
2016-10-13,94,126,ºæ±º¸âµã
2016-10-14,94,91,ºæ±º¸âµã
2016-10-15,94,78,ºæ±º¸âµã
2016-10-16,94,69,ºæ±º¸âµã
2016-10-17,94,110,ºæ±º¸âµã
2016-10-18,94,96,ºæ±º¸âµã
2016-10-19,94,91,ºæ±º¸âµã
2016-10-20,94,112,ºæ±º¸âµã
2016-10-21,94,60,ºæ±º¸âµã
2016-10-22,94,94,ºæ±º¸âµã
2016-10-23,94,70,ºæ±º¸âµã
2016-10-24,94,88,ºæ±º¸âµã
2016-10-25,94,86,ºæ±º¸âµã
2016-10-26,94,138,ºæ±º¸âµã
2016-10-27,94,83,ºæ±º¸âµã
2016-10-28,94,95,ºæ±º¸âµã
2016-10-29,94,100,ºæ±º¸âµã
2016-10-30,94,79,ºæ±º¸âµã
2016-10-31,94,85,ºæ±º¸âµã
2016-01-01,190,25,¿ì²Í
2016-01-02,190,7,¿ì²Í
2016-01-03,190,16,¿ì²Í
2016-01-04,190,3,¿ì²Í
2016-01-05,190,10,¿ì²Í
2016-01-06,190,8,¿ì²Í
2016-01-07,190,11,¿ì²Í
2016-01-08,190,16,¿ì²Í
2016-01-09,190,13,¿ì²Í
2016-01-10,190,4,¿ì²Í
2016-01-11,190,6,¿ì²Í
2016-01-12,190,11,¿ì²Í
2016-01-13,190,13,¿ì²Í
2016-01-14,190,12,¿ì²Í
2016-01-15,190,18,¿ì²Í
2016-01-16,190,19,¿ì²Í
2016-01-17,190,18,¿ì²Í
2016-01-18,190,22,¿ì²Í
2016-01-19,190,19,¿ì²Í
2016-01-20,190,7,¿ì²Í
2016-01-21,190,15,¿ì²Í
2016-01-22,190,20,¿ì²Í
2016-01-23,190,25,¿ì²Í
2016-01-24,190,18,¿ì²Í
2016-01-25,190,41,¿ì²Í
2016-01-26,190,35,¿ì²Í
2016-01-27,190,66,¿ì²Í
2016-01-28,190,63,¿ì²Í
2016-01-29,190,77,¿ì²Í
2016-01-30,190,95,¿ì²Í
2016-01-31,190,94,¿ì²Í
2016-02-01,190,104,¿ì²Í
2016-02-02,190,90,¿ì²Í
2016-02-03,190,105,¿ì²Í
2016-02-04,190,86,¿ì²Í
2016-02-05,190,80,¿ì²Í
2016-02-06,190,106,¿ì²Í
2016-02-07,190,17,¿ì²Í
2016-02-08,190,15,¿ì²Í
2016-02-09,190,14,¿ì²Í
2016-02-10,190,22,¿ì²Í
2016-02-11,190,7,¿ì²Í
2016-02-12,190,17,¿ì²Í
2016-02-13,190,9,¿ì²Í
2016-02-14,190,15,¿ì²Í
2016-02-15,190,14,¿ì²Í
2016-02-16,190,11,¿ì²Í
2016-02-17,190,19,¿ì²Í
2016-02-18,190,28,¿ì²Í
2016-02-19,190,24,¿ì²Í
2016-02-20,190,22,¿ì²Í
2016-02-21,190,23,¿ì²Í
2016-02-22,190,24,¿ì²Í
2016-02-23,190,23,¿ì²Í
2016-02-24,190,19,¿ì²Í
2016-02-25,190,25,¿ì²Í
2016-02-26,190,35,¿ì²Í
2016-02-27,190,18,¿ì²Í
2016-02-28,190,19,¿ì²Í
2016-02-29,190,21,¿ì²Í
2016-03-01,190,8,¿ì²Í
2016-03-02,190,9,¿ì²Í
2016-03-03,190,14,¿ì²Í
2016-03-04,190,13,¿ì²Í
2016-03-05,190,7,¿ì²Í
2016-03-06,190,8,¿ì²Í
2016-03-07,190,8,¿ì²Í
2016-03-08,190,4,¿ì²Í
2016-03-09,190,1,¿ì²Í
2016-03-10,190,1,¿ì²Í
2016-03-11,190,9,¿ì²Í
2016-03-12,190,10,¿ì²Í
2016-03-13,190,22,¿ì²Í
2016-03-14,190,9,¿ì²Í
2016-03-15,190,15,¿ì²Í
2016-03-16,190,11,¿ì²Í
2016-03-17,190,13,¿ì²Í
2016-03-18,190,15,¿ì²Í
2016-03-19,190,12,¿ì²Í
2016-03-20,190,14,¿ì²Í
2016-03-21,190,11,¿ì²Í
2016-03-22,190,23,¿ì²Í
2016-03-23,190,19,¿ì²Í
2016-03-24,190,7,¿ì²Í
2016-03-25,190,23,¿ì²Í
2016-03-26,190,15,¿ì²Í
2016-03-27,190,20,¿ì²Í
2016-03-28,190,17,¿ì²Í
2016-03-29,190,31,¿ì²Í
2016-03-30,190,18,¿ì²Í
2016-03-31,190,30,¿ì²Í
2016-04-01,190,52,¿ì²Í
2016-04-02,190,54,¿ì²Í
2016-04-03,190,28,¿ì²Í
2016-04-04,190,13,¿ì²Í
2016-04-05,190,16,¿ì²Í
2016-04-06,190,13,¿ì²Í
2016-04-07,190,19,¿ì²Í
2016-04-08,190,26,¿ì²Í
2016-04-09,190,17,¿ì²Í
2016-04-10,190,12,¿ì²Í
2016-04-11,190,15,¿ì²Í
2016-04-12,190,6,¿ì²Í
2016-04-13,190,18,¿ì²Í
2016-04-14,190,16,¿ì²Í
2016-04-15,190,33,¿ì²Í
2016-04-16,190,22,¿ì²Í
2016-04-17,190,21,¿ì²Í
2016-04-18,190,19,¿ì²Í
2016-04-19,190,18,¿ì²Í
2016-04-20,190,17,¿ì²Í
2016-04-21,190,24,¿ì²Í
2016-04-22,190,30,¿ì²Í
2016-04-23,190,15,¿ì²Í
2016-04-24,190,16,¿ì²Í
2016-04-25,190,15,¿ì²Í
2016-04-26,190,18,¿ì²Í
2016-04-27,190,22,¿ì²Í
2016-04-28,190,18,¿ì²Í
2016-04-29,190,33,¿ì²Í
2016-04-30,190,34,¿ì²Í
2016-05-01,190,23,¿ì²Í
2016-05-02,190,39,¿ì²Í
2016-05-03,190,25,¿ì²Í
2016-05-04,190,9,¿ì²Í
2016-05-05,190,23,¿ì²Í
2016-05-06,190,18,¿ì²Í
2016-05-07,190,19,¿ì²Í
2016-05-08,190,16,¿ì²Í
2016-05-09,190,23,¿ì²Í
2016-05-10,190,26,¿ì²Í
2016-05-11,190,12,¿ì²Í
2016-05-12,190,19,¿ì²Í
2016-05-13,190,32,¿ì²Í
2016-05-14,190,19,¿ì²Í
2016-05-15,190,14,¿ì²Í
2016-05-16,190,23,¿ì²Í
2016-05-17,190,37,¿ì²Í
2016-05-18,190,34,¿ì²Í
2016-05-19,190,46,¿ì²Í
2016-05-20,190,57,¿ì²Í
2016-05-21,190,40,¿ì²Í
2016-05-22,190,40,¿ì²Í
2016-05-23,190,15,¿ì²Í
2016-05-24,190,17,¿ì²Í
2016-05-25,190,25,¿ì²Í
2016-05-26,190,15,¿ì²Í
2016-05-27,190,37,¿ì²Í
2016-05-28,190,17,¿ì²Í
2016-05-29,190,20,¿ì²Í
2016-05-30,190,29,¿ì²Í
2016-05-31,190,33,¿ì²Í
2016-06-01,190,33,¿ì²Í
2016-06-02,190,40,¿ì²Í
2016-06-03,190,77,¿ì²Í
2016-06-04,190,71,¿ì²Í
2016-06-05,190,46,¿ì²Í
2016-06-06,190,41,¿ì²Í
2016-06-07,190,80,¿ì²Í
2016-06-08,190,128,¿ì²Í
2016-06-09,190,92,¿ì²Í
2016-06-10,190,45,¿ì²Í
2016-06-11,190,46,¿ì²Í
2016-06-12,190,46,¿ì²Í
2016-06-13,190,35,¿ì²Í
2016-06-14,190,39,¿ì²Í
2016-06-15,190,49,¿ì²Í
2016-06-16,190,66,¿ì²Í
2016-06-17,190,61,¿ì²Í
2016-06-18,190,59,¿ì²Í
2016-06-19,190,42,¿ì²Í
2016-06-20,190,34,¿ì²Í
2016-06-21,190,45,¿ì²Í
2016-06-22,190,45,¿ì²Í
2016-06-23,190,41,¿ì²Í
2016-06-24,190,76,¿ì²Í
2016-06-25,190,53,¿ì²Í
2016-06-26,190,45,¿ì²Í
2016-06-27,190,44,¿ì²Í
2016-06-28,190,36,¿ì²Í
2016-06-29,190,41,¿ì²Í
2016-06-30,190,64,¿ì²Í
2016-07-01,190,58,¿ì²Í
2016-07-02,190,43,¿ì²Í
2016-07-03,190,57,¿ì²Í
2016-07-04,190,47,¿ì²Í
2016-07-05,190,43,¿ì²Í
2016-07-06,190,68,¿ì²Í
2016-07-07,190,53,¿ì²Í
2016-07-08,190,81,¿ì²Í
2016-07-09,190,58,¿ì²Í
2016-07-10,190,51,¿ì²Í
2016-07-11,190,75,¿ì²Í
2016-07-12,190,51,¿ì²Í
2016-07-13,190,40,¿ì²Í
2016-07-14,190,52,¿ì²Í
2016-07-15,190,67,¿ì²Í
2016-07-16,190,73,¿ì²Í
2016-07-17,190,57,¿ì²Í
2016-07-18,190,44,¿ì²Í
2016-07-19,190,45,¿ì²Í
2016-07-20,190,42,¿ì²Í
2016-07-21,190,39,¿ì²Í
2016-07-22,190,34,¿ì²Í
2016-07-23,190,29,¿ì²Í
2016-07-24,190,30,¿ì²Í
2016-07-25,190,33,¿ì²Í
2016-07-26,190,29,¿ì²Í
2016-07-27,190,38,¿ì²Í
2016-07-28,190,24,¿ì²Í
2016-07-29,190,29,¿ì²Í
2016-07-30,190,33,¿ì²Í
2016-07-31,190,34,¿ì²Í
2016-08-01,190,31,¿ì²Í
2016-08-03,190,23,¿ì²Í
2016-08-04,190,28,¿ì²Í
2016-08-05,190,30,¿ì²Í
2016-08-06,190,32,¿ì²Í
2016-08-07,190,26,¿ì²Í
2016-08-08,190,25,¿ì²Í
2016-08-09,190,36,¿ì²Í
2016-08-10,190,21,¿ì²Í
2016-08-11,190,42,¿ì²Í
2016-08-12,190,49,¿ì²Í
2016-08-13,190,42,¿ì²Í
2016-08-14,190,27,¿ì²Í
2016-08-15,190,30,¿ì²Í
2016-08-16,190,38,¿ì²Í
2016-08-17,190,32,¿ì²Í
2016-08-18,190,33,¿ì²Í
2016-08-19,190,47,¿ì²Í
2016-08-20,190,38,¿ì²Í
2016-08-21,190,26,¿ì²Í
2016-08-22,190,16,¿ì²Í
2016-08-23,190,22,¿ì²Í
2016-08-24,190,20,¿ì²Í
2016-08-25,190,32,¿ì²Í
2016-08-26,190,29,¿ì²Í
2016-08-27,190,27,¿ì²Í
2016-08-28,190,22,¿ì²Í
2016-08-29,190,32,¿ì²Í
2016-08-30,190,25,¿ì²Í
2016-08-31,190,29,¿ì²Í
2016-09-01,190,37,¿ì²Í
2016-09-02,190,40,¿ì²Í
2016-09-03,190,24,¿ì²Í
2016-09-04,190,29,¿ì²Í
2016-09-05,190,20,¿ì²Í
2016-09-06,190,27,¿ì²Í
